id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
5422,41,226,3976070,3976080.0,1499,137.5,131.5,155173,41.0,134.0,1356,False,True,40,0.0605,0.4871,0.3886,0.037849999999999995,0.7202,0.4855,0.0,3.7388,2.0785,1.8195,-0.6114,-0.0983,1.0,0,0,1,0,0,0,0
5423,893,907,779144,779308.0,111,20.0,14.0,11922,78.0,107.5,1654,True,False,80,0.7882,0.5,0.7857,0.0095,0.95,0.7143,0.0,2.0453,1.2041,1.0414,-0.2143,-0.3512,0.2712,0,0,0,0,0,1,0
5424,441,462,40322,40447.0,87,30.0,19.0,8995,80.0,116.0,1356,True,False,70,0.6026,0.5702,0.5556,0.0154,0.7,0.6923,0.0,1.9395,1.3222,1.0414,-0.4444,-0.2713,0.3068,0,1,0,0,0,0,0
5425,756,764,880521,880535.0,57,16.0,8.0,6543,120.0,141.0,1353,False,True,50,0.879,0.5385,0.5385,0.0096,0.8125,0.875,0.0,1.7559,1.1139,0.8451,-0.4615,0.031,0.1832,0,0,0,0,1,0,0
5426,776,787,4933878,4920024.5,79,13.0,11.0,7286,88.0,116.0,1696,True,False,60,0.9083,0.2361,0.8667,0.0065,0.8461,1.0,1.0,1.8976,1.0414,1.0414,0.1333,-0.2244,0.2173,0,0,0,0,0,1,0
5427,1540,1560,71768,71798.0,665,37.0,103.0,61497,61.0,118.0,1692,True,False,140,0.0,0.3979,0.2692,0.0096,0.3488,1.0,1.0,2.8122,1.1139,2.0128,0.7308,-0.3109,0.9998,0,0,0,0,0,0,0
5428,445,736,114768,114815.0,1499,137.5,88.0,155173,46.0,127.0,1666,False,True,40,0.6224,0.5432,0.4083,0.037849999999999995,0.6701,0.573,0.0,3.5825,2.0785,1.7324,-0.5917,-0.175,1.0,0,0,1,0,0,0,0
5429,604,622,1410869,1410896.0,124,28.0,17.0,14278,100.0,125.0,1356,True,False,70,0.9135,0.4421,0.4444,0.0155,0.766,1.0,1.0,2.0934,1.3222,1.2553,0.5556,-0.1301,0.3663,0,0,0,0,0,0,1
5430,1233,1245,281656,281703.0,433,38.0,61.0,38917,93.0,109.0,1362,False,True,40,0.1484,0.5322,0.2708,0.0125,0.2895,1.0,1.0,2.6365,1.2305,1.7853,0.7292,-0.2004,0.9856,0,0,0,0,0,0,0
5431,251,260,1044544,1044587.0,119,21.0,13.0,10893,81.0,108.0,1360,True,False,140,0.3623,0.4024,0.9231,0.0088,0.7143,0.9231,1.0,2.0756,1.0792,1.0792,0.0769,-0.2614,0.2739,0,0,0,0,0,0,1
5432,0,14,98402,98450.0,1006,99.0,131.5,98616,100.0,149.0,1687,True,False,80,0.0,0.4486,0.0968,0.0145,0.2353,0.9825,1.0,3.0026,1.3802,2.1399,0.9032,-0.1212,1.0,0,0,0,0,0,0,1
5433,763,774,679386,679391.0,17,3.0,4.0,2181,113.0,141.0,1360,False,True,50,0.8809,0.3333,0.5,0.0052,1.0,1.0,0.0,1.2305,0.4771,0.6021,-0.5,-0.0015,0.124,0,0,0,0,0,0,1
5434,867,878,3029617,3029632.0,55,11.0,15.0,6116,80.0,133.0,1356,True,False,100,0.9795,0.2222,0.6667,0.0066,0.8182,1.0,1.0,1.7404,0.9542,1.1761,0.3333,-0.1213,0.2061,0,0,0,0,0,0,1
5435,834,884,310621,310797.0,903,73.0,48.0,99671,113.0,132.0,1360,False,True,40,0.6405,0.7341,0.5946,0.0368,0.6042,0.5417,0.0,2.9557,1.699,1.6628,-0.4054,-0.0292,1.0,0,0,0,0,0,1,0
5436,734,747,1981388,1981483.0,527,35.0,72.0,61209,49.0,127.0,1387,False,True,40,0.7772,0.4194,0.7241,0.0154,0.6,0.9861,1.0,2.7324,1.3222,1.8513,0.2759,-0.2372,0.9848,0,0,0,0,0,0,1
5437,1066,1078,2613123,2613138.0,101,13.0,12.0,11890,95.0,133.0,1690,True,False,70,0.7438,0.3232,0.8182,0.0066,0.6154,0.9167,1.0,2.0043,0.9542,1.0414,0.1818,-0.1231,0.2051,0,0,0,0,0,0,1
5438,270,301,2535272,2535292.0,479,57.0,54.0,44609,65.0,126.0,1360,False,True,140,0.3928,0.3155,0.2045,0.0088,0.2105,1.0,1.0,2.6803,1.0792,1.7324,0.7954,-0.2035,0.9708,1,0,0,0,0,0,0
5439,1175,1208,53568,53593.0,184,41.0,21.0,18466,93.0,111.0,1360,False,True,140,0.2118,0.5243,0.6087,0.0132,0.3137,0.8095,0.0,2.2648,1.2553,1.2305,-0.3913,-0.2245,0.5329,0,0,0,0,0,1,0
5440,39,194,2212076,2212144.0,1499,137.5,131.5,155173,38.0,141.0,1308,False,True,40,0.0558,0.518,0.9439,0.037849999999999995,0.2435,0.4576,1.0,4.081,2.0785,2.233,0.0561,-0.0989,1.0,0,0,1,0,0,0,0
5441,41,214,2896951,2897015.0,1499,137.5,129.0,155173,41.0,126.0,1358,False,True,40,0.0604,0.4433,0.4,0.037849999999999995,0.6732,0.4545,0.0,3.8245,2.0785,1.8195,-0.6,-0.1861,1.0,0,0,0,0,0,0,1
5442,39,215,1647218,1647385.0,1499,137.5,131.5,155173,42.0,125.0,1356,False,True,40,0.0574,0.4858,0.3931,0.037849999999999995,0.6575,0.4853,0.0,3.7951,2.0785,1.8513,-0.6069,-0.1874,1.0,0,0,1,0,0,0,0
5443,41,214,966898,966930.0,1499,137.5,131.5,155173,35.0,141.0,1398,False,True,40,0.0586,0.4378,0.7865,0.037849999999999995,0.2429,0.4932,0.0,4.113150000000001,2.0785,2.2148,-0.2135,-0.098,1.0,0,0,1,0,0,0,0
5444,15,32,745366,745380.0,653,37.0,59.0,61608,72.0,107.5,1354,True,False,70,0.1103,0.3852,0.2391,0.0088,0.3158,0.9592,1.0,2.8122,1.0792,1.7243,0.7609,-0.3468,0.9994,0,1,0,0,0,0,0
5445,1021,1034,484193,484208.0,268,50.0,42.0,27035,95.0,126.0,1360,True,False,140,0.4831,0.2868,0.9412,0.0116,0.2,1.0,0.0,2.4281,1.2041,1.6335,-0.0588,-0.146,0.8019,0,0,0,0,0,1,0
5446,533,545,2473221,2473233.0,57,13.0,10.0,6593,98.0,125.0,1698,True,False,60,0.6888,0.2429,0.7,0.0051,0.5385,1.0,1.0,1.7559,0.8451,1.0,0.3,-0.1145,0.1753,0,0,0,0,0,1,0
5447,41,185,3029617,3029632.0,1499,137.5,129.0,155173,39.0,124.0,1360,False,True,140,0.65,0.4562,0.1318,0.037849999999999995,0.2435,0.5402,1.0,3.7989,2.0785,1.9494,0.8682,-0.1913,1.0,0,0,0,0,0,0,1
5448,39,195,2460355,2460408.0,1499,137.5,50.0,155173,37.0,127.0,1404,False,True,40,0.2293,0.4954,0.3589,0.037849999999999995,0.5475,0.4516,0.0,3.4221,2.0785,1.6902,-0.6411,-0.1602,1.0,0,0,1,0,0,0,0
5449,83,92,908862,908986.0,67,12.0,12.0,7752,97.0,134.0,1354,True,False,70,0.1324,0.25,0.75,0.0066,0.75,1.0,1.0,1.8261,0.9542,1.0792,0.25,-0.1176,0.215,0,1,0,0,0,0,0
5450,997,1015,3859251,3859266.0,69,15.0,6.0,7446,87.0,126.0,1694,True,False,60,0.6389,0.1746,0.5556,0.0083,0.9333,1.0,0.0,1.8389,1.1461,0.7782,-0.4444,-0.1638,0.1773,0,0,0,0,0,1,0
5451,1365,1374,4116853,4116868.0,153,12.0,22.0,21547,111.0,140.0,1387,False,True,40,0.013,0.5497,0.4545,0.0065,0.75,1.0,1.0,2.1847,0.9542,1.3424,0.5454,-0.0054,0.4913,0,0,0,0,0,0,1
5452,41,195,1970337,1970509.0,1499,137.5,131.5,155173,37.0,141.0,1400,False,True,40,0.0605,0.5042,0.8824,0.037849999999999995,0.2675,0.4958,0.0,3.8237,2.0785,1.8633,-0.1177,-0.1872,1.0,0,0,1,0,0,0,0
5453,1329,1334,1335585,1335593.0,128,16.0,26.0,15385,110.0,132.0,1356,False,True,40,0.0325,0.3776,0.1539,0.0037,0.3125,1.0,1.0,2.1072,0.699,1.415,0.8461,-0.0614,0.3509,0,0,0,0,1,0,0
5454,1199,1201,625577,625588.0,74,15.0,11.0,8537,74.0,127.0,1364,True,False,80,0.2227,0.3162,1.0,0.0081,0.7333,1.0,0.5,1.8692,1.0414,1.0414,0.0,-0.1835,0.23,0,0,0,0,0,1,0
5455,1159,1170,4165780,4165792.0,86,14.0,12.0,8477,95.0,135.0,1688,True,False,60,0.6518,0.3377,0.9167,0.0065,0.7857,1.0,1.0,1.9345,1.0414,1.0792,0.0833,-0.1253,0.2432,0,0,0,0,0,0,1
5456,91,178,810184,810291.0,1499,137.5,131.5,155173,115.0,140.0,1358,False,True,40,0.1076,0.6823,0.8841,0.037849999999999995,0.2492,0.5054,1.0,3.6333,1.8976,1.8261,0.1159,-0.0231,1.0,0,0,1,0,0,0,0
5457,936,944,126951,126958.0,49,10.0,8.0,5418,85.0,123.0,1687,True,False,80,0.8903,0.0714,0.875,0.0059,0.8,1.0,0.0,1.6902,0.9031,0.8451,-0.125,-0.152,0.1622,0,0,0,0,0,1,0
5458,213,227,323844,323852.0,69,13.0,11.0,7659,86.0,118.0,1356,True,False,70,0.2537,0.3929,1.0,0.0081,0.8461,1.0,0.5,1.8389,1.0414,1.0414,0.0,-0.2251,0.2051,0,0,0,0,0,0,1
5459,780,804,1346248,1346264.0,383,47.0,68.0,47481,118.0,134.0,1362,False,True,40,0.6478,0.5876,0.6842,0.0154,0.3134,0.8235,1.0,2.5832,1.3222,1.6812,0.3158,-0.0585,0.9685,0,0,0,0,0,0,1
5460,811,823,3496093,3496125.0,111,15.0,12.0,12587,101.0,126.0,1364,False,True,140,0.8471,0.2436,0.9167,0.0065,0.8,1.0,1.0,2.0453,1.0414,1.0792,0.0833,-0.1059,0.2432,0,0,0,0,0,0,1
5461,43,55,2829623,2829653.0,140,19.0,15.0,15526,78.0,132.0,1692,True,False,60,0.0754,0.3231,0.8667,0.0077,0.6842,1.0,1.0,2.1461,1.1139,1.1761,0.1333,-0.1747,0.3285,0,0,0,0,0,1,0
5462,508,515,1689271,1689336.0,144,19.0,17.0,14874,89.0,127.0,1358,False,True,50,0.6777,0.4622,0.6429,0.0074,0.5263,0.5385,1.0,2.1584,1.0,1.1139,0.3571,-0.1751,0.3882,0,0,0,0,0,0,1
5463,625,635,4933878,4920024.5,162,37.0,31.0,15646,106.0,127.0,1364,False,True,100,0.9284,0.3796,0.2453,0.0053,0.2319,1.0,1.0,2.2095,0.9542,1.4914,0.7547,-0.1033,0.5511,0,0,0,0,0,0,1
5464,832,856,273908,273912.0,289,39.0,29.0,28320,120.0,141.0,1360,False,True,40,0.7709,0.3391,0.7727,0.0184,0.7179,0.6522,0.0,2.4609,1.3979,1.1761,-0.2273,-0.0052,0.8612,0,1,0,0,0,0,0
5465,609,621,1388036,1388039.0,6,6.0,4.0,775,113.0,141.0,1358,False,True,50,0.9146,0.34,0.8,0.0037,0.8333,1.0,0.0,1.716,0.699,0.6021,-0.2,0.0019,0.1322,0,0,0,1,0,0,0
5466,158,168,1659760,1659742.0,139,18.0,20.0,14808,84.0,124.0,1354,False,True,40,0.0604,0.2333,0.5,0.0103,0.6667,1.0,1.0,2.143,1.1461,1.301,0.5,-0.2432,0.3359,0,1,0,0,0,0,0
5467,1245,1258,1207379,1207406.0,419,28.0,27.0,42620,61.0,125.0,1354,True,False,40,0.1312,0.3901,0.8571,0.0103,0.7143,1.0,1.0,2.6222,1.1461,1.4314,0.1429,-0.2712,0.8299,0,0,0,0,0,1,0
5468,1033,1045,4933878,4920024.5,147,30.0,27.0,16908,109.0,127.0,1374,False,True,40,0.3642,0.5098,0.3333,0.0132,0.5,0.9259,1.0,2.1673,1.2553,1.4314,0.6667,-0.0851,0.4025,0,0,0,0,0,0,1
5469,909,918,258556,258788.0,65,11.0,10.0,7104,67.0,127.0,1692,True,False,100,0.5169,0.3778,1.0,0.0047,0.7273,1.0,0.5,1.8129,0.9031,1.0,0.0,-0.2745,0.2061,0,0,0,0,0,1,0
5470,729,740,508236,508253.0,116,15.0,12.0,10704,73.0,125.0,1652,True,False,70,0.8693,0.256,0.8571,0.0103,0.9333,1.0,0.0,2.0645,1.1461,1.0792,-0.1429,-0.2145,0.2901,0,0,0,0,0,1,0
5471,778,786,1069368,1069372.0,32,9.0,5.0,4277,122.0,142.0,1358,False,True,50,0.85,0.5,1.0,0.0059,1.0,1.0,0.5,1.5051,0.9031,0.699,0.0,0.0137,0.1449,0,0,0,0,0,0,0
5472,189,209,707137,707243.0,449,35.0,61.0,43880,79.0,127.0,1692,False,True,140,0.2784,0.3152,0.2115,0.0077,0.5294,0.9884,1.0,2.673,1.1139,1.7076,0.7885,-0.1582,0.989895,1,0,0,0,0,0,0
5473,1593,1601,260092,260110.0,134,14.0,21.0,9120,49.0,124.0,1688,True,False,70,0.0106,0.3492,0.5714,0.0041,0.5714,1.0,1.0,2.1271,0.8451,1.3222,0.4286,-0.35525,0.417,0,0,0,0,0,0,1
5474,1067,1078,2650780,2650795.0,184,19.0,16.0,17592,104.0,132.0,1360,True,False,70,0.4182,0.4293,0.75,0.0088,0.6316,1.0,1.0,2.2648,1.0792,1.2041,0.25,-0.096,0.3834,0,1,0,0,0,0,0
5475,1357,1373,310567,310597.0,190,11.0,14.0,21326,95.0,124.0,1373,False,True,40,0.3965,0.2525,0.8571,0.0081,0.8182,1.0,1.0,2.2718,1.0414,1.1461,0.1429,-0.1721,0.2901,0,0,0,0,0,0,1
5476,933,940,1552116,1552126.0,67,16.0,11.0,8170,100.0,151.0,1692,True,False,70,0.882,0.3444,0.6923,0.0077,0.8125,0.9091,0.0,1.8261,1.1139,1.0,-0.3077,-0.1078,0.2253,0,0,0,0,0,0,1
5477,535,578,462709,462786.0,836,72.0,55.0,86329,90.0,135.0,1694,False,True,70,0.6544,0.7551,0.4583,0.0254,0.6346,0.7109,0.0,2.9149,1.6335,1.4472,-0.5417,-0.1603,1.0,0,0,0,0,0,0,1
5478,1094,1108,3942253,3942263.0,59,15.0,10.0,7498,114.0,134.0,1696,True,False,80,0.4585,0.3056,0.9167,0.0071,0.8,1.0,0.0,1.7708,1.0792,1.0,-0.0833,-0.0588,0.2432,0,0,0,0,0,1,0
5479,236,249,348227,348257.0,130,23.0,28.0,11300,102.0,132.0,1648,True,False,80,0.2874,0.3275,0.3214,0.0055,0.3913,1.0,1.0,2.1139,0.9542,1.4472,0.6786,-0.1029,0.417,0,0,0,0,0,0,1
5480,1066,1083,3257887,3257901.0,115,23.0,13.0,11979,88.0,134.0,1360,True,False,80,0.39,0.5385,0.7647,0.0125,0.7391,1.0,0.0,2.0607,1.2305,1.1139,-0.2353,-0.1384,0.3678,0,0,0,0,0,1,0
5481,1161,1170,3577116,3577127.0,52,9.0,11.0,6167,87.0,124.0,1710,True,False,100,0.2129,0.2121,0.6364,0.0051,0.7778,1.0,1.0,1.716,0.8451,1.0414,0.3636,-0.1636,0.1822,0,0,0,0,0,0,1
5482,10,24,1519629,1519634.0,69,13.0,18.0,8857,120.0,141.0,1387,False,True,40,0.0251,0.3444,0.6667,0.0044,0.5385,1.0,1.0,1.8389,0.7782,1.2041,0.3333,-0.0052,0.2018,0,0,0,0,0,0,1
5483,39,195,2431945,2432111.0,1499,137.5,131.5,155173,25.0,141.0,1400,False,True,40,0.0557,0.495,0.9227,0.037849999999999995,0.2409,0.3401,0.0,4.113150000000001,2.0785,2.2175,-0.0773,-0.0955,1.0,0,0,1,0,0,0,0
5484,641,649,1627293,1627306.0,122,12.0,16.0,12847,104.0,126.0,1658,False,True,100,0.971,0.1875,0.5333,0.0047,0.6667,1.0,1.0,2.0864,0.9031,1.2041,0.4667,-0.0935,0.2288,0,0,0,0,1,0,0
5485,6,17,2134924,2134950.0,86,11.0,12.0,8851,66.0,133.0,1687,True,False,70,0.0071,0.3636,0.9167,0.0065,1.0,1.0,1.0,1.9345,1.0414,1.0792,0.0833,-0.2141,0.23,0,1,0,0,0,0,0
5486,9,18,2071945,2071956.0,131,24.0,22.0,16498,120.0,132.0,1360,False,True,40,0.0279,0.5489,0.9524,0.0101,0.8095,0.8824,1.0,2.1173,1.2305,1.3424,0.0476,0.0043,0.3945,0,0,0,0,0,0,1
5487,1321,1332,735980,735993.0,303,42.0,39.0,30746,101.0,124.0,1392,False,True,140,0.0369,0.4326,0.3929,0.0103,0.4828,0.9459,1.0,2.4885,1.1461,1.5315,0.6071,-0.1139,0.7147,0,0,0,0,0,0,1
5488,1069,1090,369370,369415.0,184,28.0,23.0,18402,102.0,126.0,1690,True,False,60,0.7217,0.4444,0.8889,0.0095,0.5714,0.9565,1.0,2.2648,1.2041,1.3424,0.1111,-0.1212,0.7037,0,0,0,0,0,1,0
5489,788,800,949136,949144.0,64,12.0,8.0,6913,89.0,126.0,1698,False,True,60,0.8982,0.1932,0.7273,0.0065,0.9167,1.0,0.0,1.8062,1.0414,0.9031,-0.2727,-0.1561,0.1934,0,0,0,0,0,1,0
5490,1598,1604,334988,335000.0,74,14.0,12.0,6886,87.0,118.0,1694,False,True,140,0.0619,0.2571,1.0,0.0053,0.7857,1.0,0.5,1.8692,1.0414,1.0792,0.0,-0.2422,0.2532,0,0,0,0,0,0,1
5491,861,866,1645544,1645548.0,17,6.0,4.0,2240,113.0,135.0,1360,False,True,50,0.8073,0.3929,0.8333,0.0044,1.0,1.0,0.0,1.2305,0.7782,0.699,-0.1667,-0.0071,0.14,0,0,0,1,0,0,0
5492,609,622,972032,972049.0,263,23.0,28.0,24807,93.0,132.0,1354,True,False,70,0.4088,0.2982,1.0,0.0125,0.5789,1.0,0.5,2.42,1.2305,1.3802,0.0,-0.1223,0.632,0,1,0,0,0,0,0
5493,4,15,506783,506794.0,155,25.0,28.0,16759,94.0,124.0,1687,True,False,80,0.0218,0.4221,0.3929,0.0065,0.44,1.0,1.0,2.1931,1.0414,1.4472,0.6071,-0.1386,0.5096,0,0,0,0,0,0,1
5494,1287,1299,2993150,2993160.0,60,12.0,10.0,5957,90.0,119.0,1650,True,False,70,0.4107,0.3111,0.9,0.0074,0.8333,1.0,1.0,1.7781,1.0,1.0,0.1,-0.1646,0.1954,0,0,0,0,0,1,0
5495,816,823,86773,86815.0,226,21.0,17.0,23155,103.0,135.0,1360,False,True,40,0.9135,0.3971,0.7059,0.0103,0.7143,1.0,1.0,2.3541,1.2305,1.2305,0.2941,-0.0971,0.4763,0,0,0,0,0,1,0
5496,834,848,1598152,1598172.0,137,14.0,19.0,8602,87.0,125.0,1650,True,False,69,0.8147,0.2143,0.5333,0.0068,0.6286,1.0,1.0,2.1367,1.0414,1.1761,0.4667,-0.1681,0.4235,0,0,0,0,0,0,1
5497,391,404,1635847,1635864.0,103,15.0,13.0,11469,97.0,134.0,1688,True,False,140,0.5712,0.2028,0.8461,0.0077,1.0,1.0,0.0,2.0128,1.1139,1.1139,-0.1539,-0.098,0.257,0,0,0,0,0,0,1
5498,867,877,2212600,2212608.0,64,18.0,13.0,8047,116.0,143.0,1656,True,False,140,0.8619,0.5185,0.75,0.01,0.9444,0.6154,0.0,1.8062,1.2305,0.699,-0.25,-0.0012,0.215,0,0,0,0,0,0,1
5499,798,814,87916,87927.0,74,12.0,14.0,7990,80.0,111.0,1656,True,False,80,0.8982,0.4444,0.8571,0.0103,0.9167,1.0,0.0,1.8692,1.1461,1.1461,-0.1429,-0.2701,0.2901,0,0,0,0,0,0,1
5500,1067,1077,4933878,4920024.5,106,14.0,11.0,11748,88.0,126.0,1624,True,False,70,0.7385,0.2451,0.6429,0.0055,0.6429,1.0,1.0,2.0253,0.9542,1.1461,0.3571,-0.1624,0.2359,0,0,0,0,0,1,0
5501,1332,1347,273908,273912.0,145,19.0,16.0,14626,76.0,107.5,1688,True,False,60,0.0325,0.3929,0.625,0.0079,0.5263,0.75,0.0,2.1614,1.0414,0.9542,-0.375,-0.3286,0.3601,0,0,0,0,0,1,0
5502,1669,1677,3029617,3029632.0,86,15.0,10.0,9671,77.0,107.5,1688,True,False,70,0.0047,0.2,0.7,0.0059,0.6667,1.0,1.0,1.9345,1.0,1.0,0.3,-0.35525,0.2942,1,0,0,0,0,0,0
5503,924,935,2601604,2601606.0,116,15.0,24.0,13352,106.0,132.0,1358,True,False,70,0.6647,0.5833,0.5,0.0103,0.9333,0.5385,0.0,2.0645,1.1461,1.301,-0.5,-0.1106,0.3241,0,0,0,0,0,0,1
5504,1005,1030,544375,544389.0,252,28.0,25.0,28061,118.0,141.0,1364,False,True,40,0.4865,0.6756,0.72,0.011,0.5714,0.88,1.0,2.4014,1.1761,1.3979,0.28,-0.0019,0.7281,0,0,0,0,0,0,0
5505,1259,1271,598090,598094.0,17,7.0,4.0,2280,109.0,140.0,1360,False,True,50,0.1856,0.3828,0.4286,0.0052,1.0,1.0,0.0,1.2305,0.8451,0.6021,-0.5714,0.0032,0.1384,0,0,0,1,0,0,0
5506,863,872,4933878,4920024.5,87,19.0,13.0,10070,96.0,127.0,1360,False,True,40,0.7406,0.2778,1.0,0.0088,0.6842,0.9231,0.5,1.9395,1.0792,1.0792,0.0,-0.1187,0.2583,0,0,0,0,0,1,0
5507,765,774,1859616,1859633.0,74,22.0,8.0,6481,81.0,107.5,1368,True,False,80,0.8436,0.3365,0.8889,0.0132,0.7083,1.0,0.0,1.8692,1.2553,0.9031,-0.1111,-0.2423,0.1773,0,0,0,0,0,1,0
5508,1065,1084,3029521,3029632.0,490,47.0,56.0,49867,56.0,118.0,1356,False,True,40,0.8473,0.4135,0.7,0.0164,0.7917,1.0,1.0,2.6946,1.3979,1.7482,0.3,-0.2656,0.965,0,1,0,0,0,0,0
5509,659,686,841077,841149.0,631,71.0,59.0,70737,72.0,132.0,1687,True,False,140,0.8147,0.5619,0.5152,0.0178,0.7042,0.5179,1.0,2.8306,1.4624,1.5185,0.4848,-0.2544,0.9932,0,0,0,0,0,0,1
5510,9,21,1592233,1593120.0,150,13.0,17.0,17898,100.0,132.0,1358,False,True,40,0.0131,0.3823,0.8667,0.0095,0.7647,1.0,1.0,2.1703,1.1139,1.1761,0.1333,-0.0851,0.3285,0,0,0,0,0,1,0
5511,1338,1350,1627293,1627306.0,78,16.0,13.0,7804,49.0,107.5,1626,True,False,70,0.0499,0.2727,0.8461,0.0068,0.6875,1.0,1.0,1.8921,1.0414,1.1139,0.1539,-0.35525,0.257,0,0,0,0,0,1,0
5512,1087,1103,906500,906534.0,1055,64.0,70.0,130201,104.0,133.0,1358,False,True,70,0.3945,0.5235,0.3443,0.0221,0.3281,0.8714,1.0,3.0402,1.4771,1.7853,0.6557,-0.0895,1.0,0,1,0,0,0,0,0
5513,39,172,398837,398889.0,1499,137.5,89.0,155173,45.0,125.0,1358,False,True,40,0.0632,0.4331,0.4351,0.037849999999999995,0.7251,0.5904,0.0,3.6333,2.0785,1.6902,-0.5649,-0.1903,1.0,0,0,1,0,0,0,0
5514,0,12,732308,732327.0,137,28.0,17.0,16759,84.0,132.0,1356,True,False,70,0.0931,0.5368,0.8889,0.0162,0.7273,0.9412,0.0,2.1367,1.3424,1.2041,-0.1111,-0.2476,0.4763,0,1,0,0,0,0,0
5515,15,24,877413,877428.0,64,14.0,11.0,6884,79.0,127.0,1690,True,False,70,0.1395,0.2597,0.9091,0.0053,0.7143,1.0,1.0,1.8062,0.9542,1.0414,0.0909,-0.1805,0.2173,1,0,0,0,0,0,0
5516,1682,1688,2636449,2636459.0,56,9.0,8.0,4409,70.0,109.0,1688,True,False,70,0.0459,0.4722,0.8889,0.0049,0.8889,1.0,1.0,1.7482,0.9031,0.9031,0.1111,-0.2435,0.1773,0,0,0,0,0,1,0
5517,1363,1372,1461247,1461302.0,209,18.0,32.0,18656,71.0,118.0,1362,False,True,40,0.0673,0.4022,0.25,0.0074,0.8333,1.0,1.0,2.3201,1.0,1.5051,0.75,-0.2788,0.633,0,0,0,0,0,1,0
5518,144,162,220121,220146.0,384,37.0,53.0,48231,107.0,127.0,1362,False,True,40,0.2121,0.3036,0.3421,0.0081,0.3846,1.0,1.0,2.5821,1.0414,1.7243,0.6579,-0.1044,0.7955,0,0,1,0,0,0,0
5519,806,815,1164921,1164931.0,52,10.0,12.0,5267,89.0,124.0,1360,True,False,100,0.9196,0.2424,0.75,0.0066,0.9,1.0,1.0,1.716,0.9542,1.0792,0.25,-0.1722,0.215,1,0,0,0,0,0,0
5520,89,169,4933878,4920024.5,1499,137.5,131.5,155173,78.0,119.0,1694,True,False,80,0.0843,0.3064,0.0528,0.037849999999999995,0.9578,0.5,1.0,3.7893,1.8633,2.1761,0.9472,-0.3103,1.0,0,0,0,0,0,1,0
5521,1155,1162,1036577,1036598.0,1095,68.0,94.0,111196,87.0,126.0,1668,False,True,140,0.0604,0.5371,0.3659,0.0148,0.7,0.9778,1.0,3.0457,1.3979,1.9395,0.6342,-0.1675,1.0,0,0,0,0,0,0,1
5522,1259,1271,1657501,1657602.0,162,17.0,50.0,18471,94.0,127.0,1694,True,False,70,0.0118,0.4667,0.4,0.0053,0.6522,1.0,1.0,2.2095,0.9542,1.699,0.6,-0.1078,0.5951,0,0,0,0,0,0,1
5523,41,190,510931,511150.0,1499,137.5,131.5,155173,31.0,140.0,1402,False,True,40,0.0556,0.4975,0.085,0.037849999999999995,0.2382,0.3793,1.0,4.113150000000001,2.0785,2.2967,0.915,-0.0641,1.0,0,0,1,0,0,0,0
5524,10,22,625496,625516.0,170,15.0,17.0,17505,49.0,124.0,1373,False,True,40,0.0107,0.2222,0.7059,0.0087,0.8,1.0,1.0,2.2304,1.0792,1.2305,0.2941,-0.279,0.3419,1,0,0,0,0,0,0
5525,871,885,468317,468520.0,148,38.0,29.0,17898,118.0,141.0,1362,True,False,40,0.8235,0.4967,0.7059,0.0132,0.6956,0.9615,0.0,2.1703,1.2553,1.2305,-0.2941,-0.0195,0.4729,0,0,0,0,0,1,0
5526,757,766,1689271,1689336.0,42,12.0,14.0,4557,84.0,116.0,1356,True,False,70,0.9135,0.5079,1.0,0.0029,0.75,1.0,1.0,1.6233,0.6021,1.1461,0.0,-0.214,0.1696,0,1,0,0,0,0,0
5527,81,95,2457919,2457943.0,178,20.0,14.0,20399,97.0,119.0,1360,True,False,70,0.2778,0.563,0.8182,0.0185,0.8,0.8571,1.0,2.2504,1.3979,1.1461,0.1818,-0.1801,0.4399,0,0,0,0,0,0,1
5528,955,960,1333074,1333079.0,12,5.0,4.0,1543,113.0,135.0,1360,False,True,50,0.5882,0.52,0.5,0.0037,1.0,1.0,0.0,1.0792,0.699,0.6021,-0.5,-0.0367,0.1361,0,0,0,0,0,0,1
5529,41,215,2662735,2662807.0,1499,137.5,131.5,155173,42.0,124.0,1356,False,True,40,0.0604,0.413,0.4167,0.037849999999999995,0.5833,0.425,0.0,3.8461,2.0785,1.8325,-0.5833,-0.1852,1.0,0,0,1,0,0,0,0
5530,193,205,290640,290652.0,69,17.0,11.0,8210,104.0,125.0,1356,True,False,70,0.2863,0.4583,0.6364,0.0068,0.5294,0.6364,0.0,1.8389,1.0414,0.8451,-0.3636,-0.1154,0.2432,0,1,0,0,0,0,0
