Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,YearsSinceRemod,TotalBath,TotalPorchSF,TotalSF,OverallQual_SF
158,60,RL,92.0,12003.0,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,774,774,GasA,Ex,Y,SBrkr,774,1194,0,1968.0,0,0,2,1,4,1,Ex,8,Typ,1,BuiltIn,2009.0,Fin,3,680,TA,TA,Y,0,75,0,0,0,0,Missing,Missing,Missing,0,5,2010,New,Partial,269500,1,0,2.5,75,2742,15744.0
159,60,FV,100.0,12552.0,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,GasA,Ex,Y,SBrkr,991,956,0,1947.0,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2004.0,RFn,2,678,TA,TA,Y,0,136,0,0,0,0,Missing,GdWo,Missing,0,5,2010,WD,Normal,254900,6,5,2.5,136,2938,13629.0
160,60,RL,134.0,17673.5,Pave,Missing,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,57,Unf,0,1335,1392,GasA,Ex,Y,SBrkr,1392,1070,0,2462.0,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,2006.0,RFn,2,576,TA,TA,Y,239,132,0,168,0,0,Missing,Missing,Missing,0,3,2006,New,Partial,320000,1,0,3.5,300,3854,17234.0
161,20,RL,69.0,11120.0,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660,Unf,0,572,1232,GasA,TA,Y,SBrkr,1232,0,0,1232.0,0,0,2,0,3,1,TA,6,Typ,0,Attchd,1984.0,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD,Normal,162500,24,24,2.0,0,2464,7392.0
162,60,RL,110.0,13688.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,664.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1016,Unf,0,556,1572,GasA,Ex,Y,SBrkr,1572,1096,0,2668.0,1,0,2,1,3,1,Ex,10,Typ,2,BuiltIn,2003.0,Fin,3,726,TA,TA,Y,400,0,0,0,0,0,Missing,Missing,Missing,0,3,2008,WD,Normal,412500,5,4,3.5,0,4240,24012.0
163,20,RL,95.0,12182.0,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,0,340,1541,GasA,Ex,Y,SBrkr,1541,0,0,1541.0,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2005.0,RFn,2,532,TA,TA,Y,0,70,0,0,0,0,Missing,Missing,Missing,0,5,2010,New,Partial,220000,5,5,2.0,70,3082,10787.0
164,45,RL,55.0,5500.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,882,882,GasA,Ex,Y,SBrkr,882,0,0,882.0,0,0,1,0,1,1,TA,4,Typ,0,Missing,1980.0,Missing,0,0,Missing,Missing,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,4,2007,WD,Normal,103200,51,51,1.0,0,1764,3528.0
165,40,RM,40.0,5400.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370,Unf,0,779,1149,GasA,Gd,Y,FuseA,1149,467,0,1616.0,0,0,2,0,3,1,Gd,5,Typ,0,Detchd,1926.0,Unf,1,216,TA,TA,Y,0,0,183,0,0,0,Missing,Missing,Missing,0,10,2007,WD,Normal,152000,81,3,2.0,183,2765,9696.0
166,190,RL,62.0,10106.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351,Rec,181,112,644,GasA,Gd,Y,SBrkr,808,547,0,1355.0,1,0,2,0,4,2,TA,6,Typ,0,Missing,1980.0,Missing,0,0,Missing,Missing,Y,140,0,0,0,0,0,Missing,Missing,Missing,0,9,2008,WD,Normal,127500,68,9,3.0,0,1999,6775.0
167,20,RL,69.0,10708.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,379,BLQ,768,470,1617,GasA,Ex,Y,FuseA,1867,0,0,1867.0,1,0,1,0,2,1,TA,7,Typ,3,Attchd,1955.0,Fin,1,303,TA,TA,Y,476,0,0,0,142,0,Missing,GdWo,Missing,0,11,2009,COD,Normal,190000,54,16,2.0,142,3484,9335.0
168,60,RL,86.0,10562.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288,Unf,0,294,1582,GasA,Ex,Y,SBrkr,1610,551,0,2161.0,1,0,1,1,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,3,789,TA,TA,Y,178,120,0,0,0,0,Missing,Missing,Missing,0,11,2007,New,Partial,325624,0,0,2.5,120,3743,17288.0
169,60,RL,62.0,8244.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,880,0,1720.0,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2004.0,Fin,2,440,TA,TA,Y,100,48,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,183500,3,3,2.5,48,2560,12040.0
170,20,RL,69.0,16669.0,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1686,1686,GasA,TA,Y,SBrkr,1707,0,0,1707.0,0,0,2,1,2,1,TA,6,Typ,1,Attchd,1981.0,RFn,2,511,TA,TA,Y,574,64,0,0,0,0,Missing,Missing,Missing,0,1,2006,WD,Normal,228000,25,25,2.5,64,3393,13656.0
171,50,RM,69.0,12358.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,360,Unf,0,360,720,GasA,TA,Y,SBrkr,854,0,528,1382.0,0,0,1,1,2,1,TA,7,Typ,0,Detchd,1991.0,Unf,2,660,TA,TA,Y,237,0,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,128500,66,57,1.5,0,1574,6910.0
172,20,RL,141.0,17673.5,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,0,441,1080,GasA,Fa,Y,SBrkr,1656,0,0,1656.0,1,0,1,0,3,1,TA,7,Typ,2,Attchd,1960.0,Fin,2,528,TA,TA,P,210,62,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,215000,50,50,2.0,62,2736,9936.0
173,160,RL,44.0,5306.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495,Rec,215,354,1064,GasA,Gd,Y,SBrkr,1064,703,0,1767.0,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1987.0,RFn,2,504,Gd,TA,Y,441,35,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,239000,19,19,3.0,35,2831,12369.0
174,20,RL,80.0,10197.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288,Rec,374,700,1362,GasA,TA,Y,SBrkr,1362,0,0,1362.0,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1961.0,Unf,2,504,TA,TA,Y,0,20,0,0,0,0,Missing,Missing,Missing,0,6,2008,COD,Normal,163000,47,47,2.5,20,2724,8172.0
175,20,RL,47.0,12416.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398,LwQ,208,0,1606,GasA,TA,Y,SBrkr,1651,0,0,1651.0,1,0,2,0,3,1,TA,7,Min2,1,Attchd,1986.0,Fin,2,616,TA,TA,Y,192,0,0,0,0,0,Missing,Missing,Missing,0,11,2008,WD,Normal,184000,22,22,3.0,0,3257,9906.0
176,20,RL,84.0,12615.0,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,0,725,1202,GasA,TA,Y,SBrkr,2158,0,0,2158.0,1,0,2,0,4,1,Gd,7,Typ,1,Attchd,1950.0,Unf,2,576,TA,TA,Y,0,29,39,0,0,0,Missing,MnPrv,Missing,0,6,2007,WD,Normal,243000,57,6,3.0,68,3360,12948.0
177,60,RL,97.0,10029.0,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831,Unf,0,320,1151,GasA,TA,Y,SBrkr,1164,896,0,2060.0,0,1,2,1,4,1,TA,8,Typ,1,Attchd,1988.0,Unf,2,521,TA,TA,Y,0,228,0,0,192,0,Missing,Missing,Missing,0,9,2007,WD,Normal,211000,19,18,3.0,420,3211,12360.0
178,50,RL,69.0,13650.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57,BLQ,441,554,1052,GasA,Ex,Y,SBrkr,1252,668,0,1920.0,1,0,2,0,4,1,Gd,8,Typ,1,Attchd,1958.0,Unf,2,451,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,172500,48,48,3.0,0,2972,9600.0
179,20,RL,63.0,17423.0,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904,Unf,0,312,2052,GasA,Ex,Y,SBrkr,2234,0,0,2234.0,1,0,2,0,1,1,Ex,9,Typ,1,Attchd,2009.0,Fin,3,1166,TA,TA,Y,0,60,0,0,0,0,Missing,Missing,Missing,0,7,2009,New,Partial,501837,1,0,3.0,60,4286,20106.0
180,30,RM,60.0,8520.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,968,968,GasA,TA,Y,SBrkr,968,0,0,968.0,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1935.0,Unf,2,480,Fa,TA,N,0,0,184,0,0,0,Missing,Missing,Missing,0,7,2007,WD,Normal,100000,84,1,1.0,184,1936,4840.0
181,160,FV,69.0,2117.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,0,320,756,GasA,Ex,Y,SBrkr,769,756,0,1525.0,0,0,2,1,3,1,Gd,5,Typ,1,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,177000,7,7,2.5,0,2281,9150.0
182,70,RL,54.0,7588.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,0,441,793,GasA,Gd,Y,SBrkr,901,901,0,1802.0,0,0,1,1,4,1,TA,9,Typ,1,Detchd,1920.0,Unf,1,216,Fa,TA,Y,0,0,40,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,200100,86,56,1.5,40,2595,12614.0
183,20,RL,60.0,9060.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,98.0,TA,TA,PConc,Missing,Missing,Missing,Missing,0,Missing,0,0,42,GasA,Ex,Y,SBrkr,1340,0,0,1340.0,0,0,1,0,3,1,TA,7,Typ,1,Attchd,1957.0,RFn,1,252,TA,TA,Y,116,0,0,180,0,0,Missing,MnPrv,Missing,0,6,2007,WD,Normal,120000,50,1,1.0,180,1382,6700.0
184,50,RM,63.0,11426.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,1362,GasA,Ex,Y,SBrkr,1362,720,0,2082.0,0,0,2,1,3,1,Gd,6,Mod,0,Detchd,2003.0,Unf,2,484,TA,TA,N,280,238,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD,Normal,200000,5,5,2.5,238,3444,14574.0
185,50,RL,92.0,7438.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,504,504,GasA,Gd,Y,SBrkr,936,316,0,1252.0,0,0,1,0,3,1,TA,5,Typ,0,Attchd,1986.0,Unf,2,576,TA,TA,Y,104,0,0,0,0,0,Missing,MnPrv,Missing,0,6,2006,WD,Normal,127000,98,15,1.0,0,1756,6260.0
186,75,RM,90.0,17673.5,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1107,1107,GasA,Ex,Y,SBrkr,1518,1518,572,2747.625,0,0,2,1,4,1,Ex,12,Typ,2,Detchd,1993.0,Unf,3,840,Ex,TA,Y,0,260,0,0,410,0,Missing,GdPrv,Missing,0,6,2006,WD,Normal,475000,114,13,2.5,670,4143,27476.25
187,80,RL,69.0,9947.0,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,0,577,1188,GasA,Ex,Y,SBrkr,1217,0,0,1217.0,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,1990.0,Unf,2,497,TA,TA,Y,168,27,0,0,0,0,Missing,GdPrv,Missing,0,6,2009,WD,Normal,173000,19,18,3.0,27,2405,8519.0
188,50,RL,60.0,10410.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,808,704,144,1656.0,0,0,2,1,3,1,TA,8,Min2,0,Detchd,1916.0,Unf,1,180,Fa,Fa,N,0,0,0,140,0,0,Missing,MnPrv,Missing,0,8,2009,WD,Normal,135000,93,22,2.5,140,2172,8280.0
189,90,RL,64.0,7018.0,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,GasA,TA,Y,SBrkr,1224,0,0,1224.0,2,0,0,2,2,2,TA,6,Typ,2,Detchd,1979.0,Unf,2,528,TA,TA,Y,120,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Alloca,153337,30,30,3.0,0,2310,6120.0
190,120,RL,41.0,4923.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,GasA,Ex,Y,SBrkr,1593,0,0,1593.0,1,0,1,1,0,1,Ex,5,Typ,1,Attchd,2001.0,Fin,2,682,TA,TA,Y,0,120,0,0,224,0,Missing,Missing,Missing,0,8,2008,WD,Normal,286000,7,6,2.5,344,3186,12744.0
191,70,RL,70.0,10570.0,Pave,Missing,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,0,556,853,GasA,TA,Y,SBrkr,1549,1178,0,2727.0,0,0,2,1,3,1,Gd,10,Maj1,2,Detchd,1932.0,Unf,2,440,TA,TA,Y,0,74,0,0,0,0,Missing,Missing,Missing,0,12,2007,WD,Normal,315000,75,13,2.5,74,3580,21816.0
192,60,RL,69.0,7472.0,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,0,99,725,GasA,Gd,Y,SBrkr,725,754,0,1479.0,1,0,1,1,4,1,Gd,7,Typ,0,Attchd,1972.0,Fin,2,484,TA,TA,Y,0,32,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,184000,35,3,2.5,32,2204,10353.0
193,20,RL,68.0,9017.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,GasA,Ex,Y,SBrkr,1431,0,0,1431.0,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,Fin,2,666,TA,TA,Y,0,35,0,0,0,0,Missing,Missing,Missing,0,9,2009,WD,Normal,192000,10,10,3.0,35,2862,10017.0
194,160,RM,24.0,2522.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709.0,0,0,2,0,3,1,Gd,7,Maj1,0,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,5,2006,WD,Normal,130000,2,2,2.0,40,2679,11963.0
195,20,RL,60.0,7180.0,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,864,GasA,TA,Y,SBrkr,864,0,0,864.0,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1989.0,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2008,WD,Normal,127000,36,36,1.0,0,1728,4320.0
196,160,RL,24.0,2280.0,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,0,289,855,GasA,TA,Y,SBrkr,855,601,0,1456.0,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1976.0,Unf,2,440,TA,TA,Y,87,0,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,148500,33,33,2.5,0,2311,8736.0
197,20,RL,79.0,9416.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,1726,GasA,Ex,Y,SBrkr,1726,0,0,1726.0,1,0,2,0,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,3,786,TA,TA,Y,171,138,0,0,266,0,Missing,Missing,Missing,0,9,2007,New,Partial,311872,0,0,3.0,404,3452,12082.0
198,75,RL,174.0,17673.5,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,GasA,Gd,Y,SBrkr,1360,1360,392,2747.625,1,1,2,0,4,1,Gd,8,Typ,1,Detchd,1918.0,Unf,2,795,TA,TA,Y,0,16,552,0,0,512,Ex,GdPrv,Missing,0,3,2006,WD,Abnorml,235000,88,16,3.5,568,4080,21981.0
199,75,RM,92.0,5520.0,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,755,GasA,Ex,Y,SBrkr,929,929,371,2229.0,0,0,1,0,5,1,TA,8,Typ,0,Missing,1980.0,Missing,0,0,Missing,Missing,Y,0,198,30,0,0,0,Missing,MnPrv,Missing,0,7,2009,WD,Abnorml,104000,97,59,1.0,228,2613,13374.0
200,20,RL,76.0,9591.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,GasA,Ex,Y,SBrkr,1713,0,0,1713.0,1,0,2,0,3,1,Ex,7,Typ,1,Attchd,2004.0,Fin,3,856,TA,TA,Y,0,26,0,0,170,0,Missing,Missing,Missing,0,1,2009,WD,Normal,274900,5,4,3.0,196,3426,13704.0
201,20,RM,80.0,8546.0,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1121,1121,GasA,Ex,Y,SBrkr,1121,0,0,1121.0,0,0,2,0,2,1,TA,5,Typ,0,Attchd,2003.0,RFn,2,440,TA,TA,Y,132,64,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,140000,7,6,2.0,64,2242,4484.0
202,20,RL,75.0,10125.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,279,276,1196,GasA,TA,Y,SBrkr,1279,0,0,1279.0,0,1,2,0,3,1,TA,6,Typ,2,Detchd,1980.0,Unf,2,473,TA,TA,Y,238,83,0,0,0,0,Missing,MnPrv,Missing,0,2,2008,WD,Normal,171500,31,31,2.5,83,2475,7674.0
203,50,RL,50.0,7000.0,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,GasA,Gd,Y,SBrkr,865,445,0,1310.0,0,0,2,0,2,1,TA,6,Min1,0,Attchd,1924.0,Unf,1,398,TA,TA,Y,0,0,126,0,0,0,Missing,Missing,Missing,0,5,2006,COD,Normal,112000,82,56,2.0,126,1927,7860.0
204,120,RM,69.0,4438.0,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848.0,1,0,1,0,1,1,Gd,3,Typ,1,Attchd,2004.0,RFn,2,420,TA,TA,Y,149,0,0,0,0,0,Missing,Missing,Missing,0,1,2008,WD,Normal,149000,4,4,2.0,0,1696,5088.0
