Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,YearsSinceRemod,TotalBath,TotalPorchSF,TotalSF,OverallQual_SF
210,20,RL,75.0,9.018089684104343,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,GasA,Ex,Y,SBrkr,1092,0,0,6.996681488176539,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,7,2008,WD,Normal,11.884495917930655,44,44,2.0,0,2184,6552.0
211,30,RL,67.0,8.63141433550626,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,864,GasA,TA,N,FuseA,864,0,0,6.762729506931879,1,0,1,0,2,1,TA,5,Typ,0,Missing,1980.0,Missing,0,0,Missing,Missing,Y,0,0,96,0,0,0,Missing,Missing,Missing,0,4,2008,WD,Normal,11.49273296168228,83,58,2.0,96,1728,4320.0
212,20,RL,83.0,9.251578279992428,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,1212,0,0,7.10085190894405,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2009.0,RFn,2,460,TA,TA,Y,100,22,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,12.133507329024972,1,1,2.0,22,2424,7272.0
213,60,FV,72.0,9.0642735958414,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,932,920,0,7.52456122628536,1,0,2,1,3,1,Gd,7,Typ,1,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,Missing,Missing,Missing,0,7,2009,New,Partial,12.439875187430008,0,0,3.5,108,2752,12964.0
214,20,RL,43.0,9.515543058145953,Pave,Missing,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,990,0,0,6.898714534329988,0,1,1,0,3,1,TA,5,Typ,0,Attchd,1996.0,Unf,2,576,TA,TA,Y,224,0,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,11.957617696467539,11,11,1.5,0,1980,4950.0
215,60,RL,69.0,9.296609807128359,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,689,703,0,7.239214973779806,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1977.0,Fin,1,299,TA,TA,Y,0,36,0,0,0,0,Missing,MnPrv,Shed,450,3,2010,WD,Normal,11.993813394724253,33,33,1.5,36,2081,8352.0
216,20,RL,72.0,9.211539652551664,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,1236,0,0,7.1204443723924875,0,1,1,0,2,1,Gd,6,Min1,1,Attchd,1957.0,Unf,1,447,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,5,2006,WD,Normal,11.808955099378537,49,10,1.5,0,2306,6180.0
217,20,RL,65.0,9.042040056544483,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,1436,0,0,7.270312886079025,1,0,2,0,3,1,Gd,8,Typ,0,Attchd,2004.0,Unf,2,484,TA,TA,Y,139,98,0,0,0,0,Missing,Missing,Missing,0,4,2008,WD,Normal,12.25486757159303,4,4,3.0,98,2872,10052.0
218,70,RM,57.0,9.20099685697303,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,810,518,0,7.192182058713246,0,0,1,0,3,1,TA,8,Typ,0,Detchd,1940.0,Unf,1,210,TA,TA,Y,0,172,60,0,0,0,Missing,Missing,Missing,0,9,2006,WD,Family,11.580593459194764,81,56,1.0,232,2014,5312.0
219,50,RL,69.0,9.658928824466434,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,1137,817,0,7.578145472419466,0,1,1,1,3,1,Gd,8,Typ,2,Attchd,1939.0,Unf,2,431,TA,TA,Y,0,119,150,0,0,0,Missing,Missing,Missing,0,5,2008,WD,Normal,12.649157827477366,69,2,2.0,269,2752,13678.0
220,120,RL,43.0,8.010027528481734,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,1248,0,0,7.130098510125578,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2005.0,Fin,2,438,TA,TA,Y,108,0,0,0,0,0,Missing,Missing,Missing,0,3,2006,New,Partial,12.027191164883384,1,0,2.0,0,2496,8736.0
221,20,RL,73.0,9.103979355984773,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1498,0,0,7.312553498102598,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2006.0,RFn,2,675,TA,TA,Y,351,33,0,0,0,0,Missing,Missing,Missing,0,4,2006,New,Partial,12.230282214644559,0,0,2.0,33,2996,10486.0
222,60,RL,69.0,8.995784837848506,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1010,1257,0,7.7266536648476425,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2002.0,RFn,2,390,TA,TA,Y,120,46,0,0,0,0,Missing,Missing,Missing,0,12,2009,ConLI,Normal,12.206077645517674,7,7,2.5,46,3277,13602.0
223,60,RL,85.0,9.348013177101256,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,811,741,0,7.347943823148687,1,0,2,1,3,1,TA,6,Typ,1,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,208,0,0,0,0,Missing,MnPrv,Missing,0,2,2006,WD,Normal,12.100161978566867,31,31,3.5,208,2265,9312.0
224,20,RL,70.0,9.259225769705994,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,864,0,0,6.762729506931879,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1989.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Abnorml,11.48247656671073,38,38,1.0,0,1728,3456.0
225,20,RL,103.0,9.508442961755847,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2052,GasA,Ex,Y,SBrkr,2392,0,0,7.780303087908373,0,0,2,0,3,1,Ex,8,Typ,1,Attchd,2003.0,Fin,3,968,TA,TA,Y,248,105,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,12.864242696187505,6,6,2.0,105,4444,23920.0
226,160,RM,21.0,7.427144133408616,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,7.172424577124845,0,0,2,1,3,1,TA,6,Typ,0,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2009,COD,Abnorml,11.626263078808801,38,38,2.5,0,1932,6510.0
227,60,RL,82.0,9.205428327615163,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,Ex,Y,SBrkr,1214,1306,0,7.83241092718792,0,0,2,1,4,1,Gd,9,Typ,1,Attchd,1995.0,RFn,3,721,TA,TA,Y,224,114,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Abnorml,12.577639650232573,12,12,2.5,114,3723,17640.0
228,160,RM,21.0,7.533693709848633,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,GasA,TA,Y,SBrkr,483,504,0,6.895682697747868,0,0,1,1,2,1,TA,5,Typ,0,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,9,2008,WD,Normal,11.571203807011969,38,38,1.5,0,1470,5922.0
229,20,RL,70.0,9.050406334059858,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,GasA,TA,Y,SBrkr,912,0,0,6.816735880594968,0,0,1,0,3,1,TA,5,Typ,1,Detchd,1974.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,5,2010,WD,Normal,11.736077016252437,43,43,1.0,0,1824,4560.0
230,120,RL,43.0,8.065579427282092,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,Ex,Y,SBrkr,1555,0,0,7.349873704738337,0,0,2,0,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2,430,TA,TA,Y,143,20,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,12.167856627501678,4,3,2.0,20,2928,10885.0
231,20,RL,73.0,9.078065332666364,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,TA,Y,SBrkr,1194,0,0,7.085901464365611,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,0,120,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,11.904974309480181,51,51,2.0,120,2388,7164.0
232,60,RL,174.0,9.625029474611878,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1490,1304,0,7.918856065618935,1,0,2,1,4,1,Ex,9,Typ,1,Attchd,1995.0,Fin,3,810,TA,TA,Y,0,146,202,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,12.90669432231532,14,13,3.5,348,4256,21981.0
233,160,RM,21.0,7.427144133408616,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,GasA,TA,Y,SBrkr,483,504,0,6.895682697747868,0,0,1,1,2,1,TA,5,Typ,1,Attchd,1972.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,11.456365695436427,34,34,1.5,0,1470,5922.0
234,20,RL,75.0,9.273409063443166,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,TA,Y,SBrkr,894,0,0,6.796823718274855,1,0,1,0,3,1,TA,5,Typ,0,Attchd,1976.0,Unf,1,308,TA,TA,Y,365,0,0,0,0,0,Missing,MnPrv,Missing,0,2,2010,WD,Normal,11.761354623750297,34,34,2.0,0,1788,4470.0
235,60,RL,69.0,8.968523555396352,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,GasA,Ex,Y,SBrkr,860,1100,0,7.581209826196346,1,0,2,1,4,1,Gd,8,Typ,2,BuiltIn,2002.0,Fin,2,440,TA,TA,Y,288,48,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,12.285350445351659,8,8,3.5,48,2820,11760.0
236,160,RM,21.0,7.427144133408616,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,GasA,TA,Y,SBrkr,483,504,0,6.895682697747868,0,0,1,1,2,1,TA,5,Typ,0,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,8,2008,WD,Normal,11.402005077384885,37,37,1.5,0,1470,5922.0
237,20,RL,65.0,9.07954808172616,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,GasA,Ex,Y,SBrkr,1414,0,0,7.254884810077338,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2,494,TA,TA,Y,132,105,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,12.130815551850676,6,6,2.0,105,2828,9898.0
238,60,RL,69.0,9.154193211353181,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,Ex,Y,SBrkr,1014,730,0,7.4645098346365275,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,1993.0,RFn,2,457,TA,TA,Y,370,70,0,238,0,0,Missing,Missing,Missing,0,2,2010,WD,Normal,12.178192583415596,17,7,2.5,308,2740,12208.0
239,20,RL,93.0,9.395241931033524,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,0,7.43543801981455,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2007.0,Fin,3,818,TA,TA,Y,168,228,0,0,0,0,Missing,Missing,Missing,0,12,2007,New,Partial,12.669809806411457,0,0,2.0,228,3388,13552.0
240,50,RL,52.0,9.07589427542326,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,TA,Y,FuseA,798,689,0,7.305188215393037,0,0,1,1,3,1,TA,7,Typ,1,Detchd,1949.0,Unf,1,220,TA,TA,Y,0,140,0,0,0,0,Missing,MnPrv,Missing,0,4,2010,WD,Normal,11.635151947212842,65,60,1.5,140,2222,8922.0
241,20,FV,75.0,9.105090961257085,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,Y,SBrkr,1566,0,0,7.356918242356021,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,12.47801017053037,2,2,3.0,168,3132,12528.0
242,30,RM,40.0,8.263848131368906,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,GasA,Gd,Y,SBrkr,866,0,0,6.7650389767805414,0,0,1,0,2,1,Gd,4,Typ,0,Missing,1980.0,Missing,0,0,Missing,Missing,Y,58,42,0,0,0,0,Missing,Missing,Missing,0,8,2007,WD,Normal,11.612779849672751,62,10,1.0,42,1552,4330.0
243,50,RM,63.0,8.517393171418904,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,GasA,Gd,N,FuseA,889,551,0,7.273092595999522,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1940.0,Unf,1,352,Fa,TA,Y,0,0,77,0,0,0,Missing,Missing,Missing,0,4,2006,WD,Normal,11.277215789596893,106,56,1.0,77,1980,7200.0
244,160,RL,75.0,9.283869605264298,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,GasA,TA,Y,SBrkr,626,591,0,7.1049654482698426,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1980.0,RFn,1,288,TA,TA,Y,0,28,0,0,0,0,Missing,Missing,Missing,0,4,2009,WD,Normal,11.695255355062795,29,29,1.5,28,1843,7302.0
245,60,RL,69.0,9.091669442258505,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,Ex,Y,SBrkr,1222,888,0,7.65491704784832,1,0,2,1,3,1,Gd,8,Typ,2,Attchd,1994.0,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,12.230770136157428,16,8,3.5,130,3058,14770.0
246,20,RL,80.0,9.249657234353133,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,GasA,Gd,Y,SBrkr,1872,0,0,7.5352967024440884,0,1,2,0,3,1,TA,6,Typ,1,Attchd,1988.0,Fin,2,604,TA,TA,Y,197,39,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,12.394628892852941,18,18,2.5,39,3717,13104.0
247,190,RM,69.0,9.120743838164426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,GasA,Gd,N,FuseP,908,1020,0,7.564757012905729,0,0,2,0,4,2,Fa,9,Typ,0,Detchd,1910.0,Unf,1,440,Po,Po,Y,0,60,112,0,0,0,Missing,Missing,Missing,0,4,2006,WD,Normal,11.827743504053695,96,56,2.0,172,2948,11568.0
248,20,RL,75.0,9.33353098253138,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,GasA,Ex,Y,SBrkr,1375,0,0,7.226936018493289,0,0,1,0,2,1,TA,5,Typ,1,Attchd,1954.0,Unf,2,451,TA,TA,Y,0,30,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,11.849404844423074,52,52,1.0,30,2742,8250.0
249,60,RL,72.0,9.334149657702469,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,828,0,7.419979923661835,0,0,2,1,3,1,Gd,8,Typ,0,Attchd,2003.0,RFn,2,500,TA,TA,Y,144,68,0,0,0,0,Missing,Missing,Missing,0,9,2007,WD,Normal,12.100717685412471,4,4,2.5,68,2508,11676.0
250,50,RL,69.0,9.779878201821505,Pave,Missing,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,GasA,Gd,Y,SBrkr,1444,700,0,7.6708948313621175,0,1,2,0,4,1,Gd,7,Typ,2,Attchd,1958.0,Fin,2,389,TA,TA,Y,0,98,0,0,0,0,Missing,Missing,Shed,500,6,2007,WD,Normal,12.531776395271262,49,1,2.5,98,3588,12864.0
251,30,RL,55.0,8.585038738311304,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,1306,0,0,7.175489713624222,0,0,1,0,3,1,Fa,6,Mod,0,Missing,1980.0,Missing,0,0,Missing,Missing,Y,263,0,0,0,0,0,Missing,GdWo,Shed,450,5,2010,WD,Normal,11.245059091624615,70,44,1.0,0,2034,3918.0
252,120,RM,44.0,8.46611040118692,Pave,Missing,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,GasA,Ex,Y,SBrkr,1625,0,0,7.3938782901077555,1,1,2,0,2,1,Gd,5,Typ,1,Attchd,2006.0,Fin,2,538,TA,TA,Y,123,0,0,0,153,0,Missing,Missing,Missing,0,12,2007,WD,Family,12.367345048436391,1,0,3.5,153,3198,13000.0
253,60,RL,65.0,9.032050676295599,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,7.403061091090091,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2,520,TA,TA,Y,138,45,0,0,0,0,Missing,Missing,Missing,0,12,2008,WD,Normal,12.06105265381003,4,4,2.5,45,2438,9840.0
254,80,RL,85.0,9.143238568435446,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,Ex,Y,SBrkr,1302,0,0,7.172424577124845,0,1,2,0,3,1,Gd,7,Min1,0,Attchd,1964.0,RFn,1,309,TA,TA,Y,333,0,0,0,0,0,Missing,MnPrv,Missing,0,10,2007,CWD,Normal,11.970356641102999,43,16,2.5,0,2604,7812.0
