Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,YearsSinceRemod,TotalBath,TotalPorchSF,TotalSF,OverallQual_SF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_Missing,Alley_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE
346,50,65.0,-0.6953751676934166,Reg,Lvl,AllPub,Inside,Gtl,6,5,1939,1950,CompShg,MetalSd,MetalSd,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,972,-0.19671816189744984,GasA,2,Y,SBrkr,-0.4932697295850845,0.5912465653763725,0,0.3051264006798293,0,0,1,0,3,1,1,6,Typ,1,Detchd,1939.0,Unf,1,312,5,5,Y,0,0,0,0,0,0,3,2,Missing,0,10,2006,WD,Normal,11.850832386224807,1.0070193528924718,56,1.0,0,2549,-0.022714818825757283,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
347,20,69.0,0.8044081517566762,IR1,Lvl,AllPub,CulDSac,Gtl,6,8,1960,1998,CompShg,MetalSd,MetalSd,0.0,3,2,CBlock,4,4,Mn,BLQ,498,Unf,0,460,-0.23191158721327695,GasA,4,Y,SBrkr,-0.5294964269342002,-0.7951632272572445,0,-1.2305273194811568,0,0,1,0,2,1,3,5,Typ,0,Attchd,1960.0,RFn,1,301,5,5,Y,0,0,0,0,0,0,3,2,Gar2,15500,4,2007,WD,Normal,11.928347504569842,0.34563912112323714,9,1.0,0,1916,-0.8113134539239022,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
348,20,69.0,1.5059623902372252,IR1,Lvl,AllPub,Inside,Gtl,6,5,1960,1960,CompShg,Wd Sdng,Wd Sdng,30.0,3,4,CBlock,4,4,No,BLQ,1270,Unf,0,208,1.0752727816603012,GasA,0,Y,FuseA,0.8160666174615249,-0.7951632272572445,0,0.10533994537177728,1,0,2,0,3,1,3,6,Typ,2,Attchd,1960.0,Unf,2,498,5,5,Y,0,40,0,0,0,0,3,2,Missing,0,12,2009,WD,Normal,11.967187086434018,0.4117771443001606,49,3.0,40,2956,-0.14883964091738305,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
349,160,36.0,-2.8095801985445026,Reg,Lvl,AllPub,Inside,Gtl,7,5,2003,2004,CompShg,VinylSd,Wd Shng,106.0,2,4,PConc,2,4,No,GLQ,573,Unf,0,191,-0.7195919094468811,GasA,0,Y,SBrkr,-1.0314949473433745,1.1801842789413965,0,0.39941871148205266,1,0,2,1,2,1,2,6,Typ,0,BuiltIn,2003.0,RFn,2,474,5,5,Y,0,27,0,0,0,0,3,2,Missing,0,10,2008,WD,Normal,11.944714374881176,-1.0432593655921558,4,3.5,27,2390,0.3849613737936391,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
350,60,56.0,1.5150806616461536,IR2,Lvl,AllPub,Inside,Gtl,9,5,2005,2006,CompShg,CemntBd,CmentBd,870.0,0,4,PConc,0,4,No,GLQ,1410,Unf,0,438,2.005384736435732,GasA,0,Y,SBrkr,1.7734864759738678,1.2214328347552894,0,1.9941985643262778,1,0,2,1,4,1,0,10,Typ,2,Attchd,2006.0,Fin,3,706,5,5,Y,0,0,0,0,0,0,3,2,Missing,0,4,2006,New,Partial,12.988043102265232,-1.1755354119460029,0,3.5,0,4576,3.181365257542311,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
351,120,68.0,-0.2689025579226924,IR1,Lvl,AllPub,Inside,Gtl,9,5,2007,2007,CompShg,MetalSd,MetalSd,362.0,0,4,PConc,0,4,No,Unf,0,Unf,0,1869,2.0581748744094726,GasA,0,Y,SBrkr,1.8278265219975414,-0.7951632272572445,0,0.8286442079511008,0,0,2,0,2,1,0,6,Typ,1,Attchd,2007.0,RFn,2,617,5,5,Y,210,54,0,0,0,0,3,2,Missing,0,12,2007,New,Partial,12.670001611311877,-1.2086044235344646,0,2.0,54,3738,1.539831588198273,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
352,120,69.0,-1.1318960652540493,IR1,Low,AllPub,Inside,Mod,7,5,1986,1986,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,PConc,2,4,Gd,GLQ,1082,Unf,0,371,1.01242737931061,GasA,2,Y,SBrkr,0.7513760864809612,-0.7951632272572445,0,0.05277298616073047,1,0,1,1,2,1,2,6,Typ,1,Attchd,1986.0,RFn,2,445,5,5,Y,0,80,0,0,184,0,3,2,Missing,0,12,2006,WD,Abnorml,12.154784614286667,-0.5472241917652299,20,2.5,264,2906,0.12782810855296772,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
353,50,60.0,0.058902113673015316,Reg,Lvl,AllPub,Inside,Gtl,5,6,1941,1950,CompShg,VinylSd,VinylSd,0.0,3,4,CBlock,4,0,Mn,LwQ,236,Rec,380,0,-1.0916366913570534,GasA,4,N,SBrkr,-1.4144628907483117,0.3391720576248058,0,-0.7740936162643484,0,1,1,0,3,1,3,5,Typ,0,Detchd,1941.0,Unf,1,200,5,1,Y,48,0,0,0,0,0,3,2,Missing,0,3,2008,ConLw,Normal,11.461642696843066,1.0070193528924718,58,1.5,0,1727,-0.8522934045361644,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
354,30,60.0,-0.0813355789446668,Reg,Lvl,AllPub,Inside,Gtl,6,8,1928,2003,CompShg,VinylSd,VinylSd,0.0,3,2,BrkTil,4,4,No,Unf,0,Unf,0,624,-1.0715261626051522,GasA,2,Y,SBrkr,-1.1453502818691668,-0.7951632272572445,0,-2.110102567156406,0,0,1,0,2,1,3,5,Typ,0,Detchd,2005.0,Unf,2,484,5,5,Y,106,0,0,0,0,0,3,2,Missing,0,5,2010,WD,Normal,11.570259974415547,1.503054526719398,7,1.0,0,1344,-1.1145226221845783,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
355,50,60.0,-0.11236935065034127,Reg,Bnk,AllPub,Inside,Gtl,6,5,1940,2000,CompShg,Wd Sdng,MetalSd,0.0,3,4,CBlock,4,4,No,LwQ,388,Unf,0,552,-0.2771602769050546,GasA,0,Y,SBrkr,0.07600694304387608,0.12834610568713178,0,0.3401003462982081,0,0,1,0,2,1,3,6,Typ,2,Attchd,1940.0,Unf,1,240,5,5,Y,0,0,108,0,0,0,3,2,Missing,0,6,2006,WD,Normal,11.849404844423074,0.9739503413040101,6,1.0,108,2535,0.0002169670090837622,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
356,20,105.0,0.5265947130854907,IR2,Lvl,AllPub,Inside,Gtl,6,5,1995,1995,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2,1,No,ALQ,334,BLQ,544,322,0.37643190753173444,GasA,0,Y,SBrkr,0.09670791295765646,-0.7951632272572445,0,-0.5366813040491376,1,0,2,0,3,1,2,6,Typ,0,Attchd,1995.0,RFn,2,521,5,5,Y,0,26,0,0,0,0,3,2,Missing,0,8,2007,WD,Normal,12.086731521684555,-0.8117762844729237,12,3.0,26,2400,-0.5030083332554837,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
357,20,69.0,0.09804888333668826,IR1,Lvl,AllPub,Inside,Gtl,6,6,1992,1992,CompShg,HdBoard,HdBoard,106.0,3,4,PConc,2,4,No,GLQ,560,Unf,0,598,0.2708516315842531,GasA,2,Y,SBrkr,0.011316412063312374,-0.7951632272572445,0,-0.6225928163452891,1,0,2,0,3,1,2,6,Typ,0,Attchd,1992.0,RFn,2,400,5,5,Y,120,26,0,0,0,0,3,2,Missing,0,7,2009,WD,Normal,12.06105265381003,-0.646431226530615,17,3.0,26,2325,-0.545049940619359,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
358,120,44.0,-1.6163213268824943,Reg,Lvl,AllPub,Inside,Gtl,5,5,1976,1976,CompShg,CemntBd,CmentBd,0.0,3,4,PConc,2,4,No,ALQ,874,Unf,0,268,0.2306305740804507,GasA,4,Y,SBrkr,-0.053374118917251336,-0.7951632272572445,0,-0.6893090309620122,1,0,1,1,3,1,3,6,Typ,1,Attchd,1976.0,Fin,2,528,5,5,Y,536,90,0,0,0,0,3,3,Missing,0,8,2007,WD,Normal,11.80560254159177,-0.1834650642921507,31,2.5,90,2284,-0.8193820452361611,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
359,80,92.0,-0.5332435876164077,IR1,Lvl,AllPub,Inside,Gtl,5,4,1958,1958,CompShg,Wd Sdng,ImStucc,120.0,3,4,CBlock,4,4,Av,BLQ,300,Rec,294,468,0.02952528656143869,GasA,0,Y,FuseF,0.4900263413194838,-0.7951632272572445,0,-0.16922083177263111,0,1,1,0,3,1,2,6,Min2,0,BuiltIn,1958.0,Unf,1,288,5,5,Y,168,0,294,0,0,0,3,2,Missing,0,7,2006,WD,Abnorml,11.775297421715829,0.37870813271169884,48,1.5,294,2414,-0.5964341273974286,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
360,60,78.0,0.6699986440532155,IR1,Lvl,AllPub,CulDSac,Gtl,8,5,1998,1998,CompShg,VinylSd,VinylSd,530.0,2,4,PConc,2,4,Av,GLQ,956,Unf,0,130,0.08985687281714229,GasA,0,Y,SBrkr,-0.19828090831371403,1.1251862045228729,0,0.9180273691644485,1,0,2,1,3,1,2,7,Typ,1,Attchd,1998.0,RFn,2,592,5,5,Y,208,75,0,0,374,0,3,2,Missing,0,6,2006,WD,Normal,12.54254845357358,-0.9440523308267706,8,3.5,449,3010,1.2364100885872742,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
361,85,69.0,-0.34867558944298893,IR1,Lvl,AllPub,CulDSac,Gtl,6,6,1978,1978,CompShg,VinylSd,VinylSd,0.0,3,4,CBlock,2,4,Av,GLQ,773,Unf,0,115,-0.4078787137924125,GasA,0,Y,SBrkr,-0.6485270039384374,-0.7951632272572445,0,-1.382097515830407,1,0,1,0,2,1,3,5,Typ,1,Attchd,1978.0,RFn,2,470,5,5,Y,0,0,0,0,192,0,3,3,Missing,0,6,2007,WD,Normal,11.95761769646754,-0.24960308746907417,29,2.0,192,1800,-0.8699169066129404,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
362,50,69.0,0.07330547565993895,Reg,Lvl,AllPub,Inside,Gtl,5,5,1940,1982,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,4,4,No,Rec,399,Unf,0,484,-0.42044779426235074,GasA,2,Y,SBrkr,-0.4518677897575238,0.38958695917511915,0,0.16112343323831926,1,0,1,0,3,1,3,8,Typ,0,Detchd,1940.0,Unf,1,240,5,5,N,0,0,0,0,0,0,3,2,Missing,0,7,2008,WD,Normal,11.884495917930655,1.0400883644809336,26,2.0,0,2388,-0.4340006444006379,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
363,85,64.0,-0.41914675857018024,Reg,Lvl,AllPub,Corner,Gtl,7,5,2003,2003,CompShg,HdBoard,HdBoard,500.0,2,4,Slab,3,2,Missing,Missing,0,Missing,0,0,-2.5345671293059646,GasA,0,Y,SBrkr,-1.72756506069424,2.474930614210807,0,0.9148220641477445,0,0,3,0,4,1,2,7,Typ,1,BuiltIn,2003.0,RFn,2,672,5,5,Y,0,0,177,0,0,0,3,2,Missing,0,7,2009,ConLD,Normal,12.198549416880068,-1.010190354003694,6,3.0,177,1964,0.824911931662071,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
364,160,21.0,-3.6329434373597422,Reg,Lvl,AllPub,Inside,Gtl,6,8,1972,2007,CompShg,HdBoard,HdBoard,510.0,3,4,CBlock,4,4,No,ALQ,162,Unf,0,321,-1.425974231857411,GasA,2,Y,SBrkr,-1.7586165155649107,0.35979633553175216,0,-1.1386647565824208,0,0,1,1,2,1,2,5,Typ,0,Detchd,1972.0,Unf,1,264,5,5,Y,250,0,0,0,0,0,3,2,Missing,0,5,2009,WD,Normal,11.678448377988165,0.014949005238619735,2,1.5,0,1470,-0.7743677989677694,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
365,60,69.0,1.5150806616461536,IR1,Lvl,AllPub,FR2,Gtl,6,5,1976,1976,CompShg,HdBoard,HdBoard,120.0,3,4,PConc,2,4,Mn,GLQ,712,Unf,0,84,-0.6391497944392763,GasA,4,Y,SBrkr,-0.9642167951235884,1.0014405370811947,0,0.29925864791310525,1,0,2,1,3,1,3,6,Typ,1,Attchd,1976.0,Fin,2,566,5,5,Y,306,111,0,0,0,0,3,2,Missing,0,7,2006,WD,Normal,12.154784614286667,-0.21653407588061244,30,3.5,111,2370,-0.026536783131564125,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
366,70,59.0,0.4150761642991562,Reg,Lvl,AllPub,Inside,Gtl,5,7,1920,1997,CompShg,VinylSd,VinylSd,0.0,3,2,CBlock,4,0,No,Rec,456,Unf,0,216,-0.950862990093745,GasA,2,Y,FuseA,-1.269556101351849,0.7447828564614177,0,-0.18750704191557027,0,0,1,0,3,1,3,6,Typ,0,Detchd,1964.0,Unf,1,468,5,1,Y,0,128,218,0,0,0,3,2,Missing,0,7,2009,WD,Normal,11.898194668458824,1.73453760783863,12,1.0,346,2016,-0.6049273814103328,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
367,20,69.0,0.15686862947852956,IR1,Lvl,AllPub,Inside,Gtl,6,5,1963,1963,CompShg,Plywood,Plywood,247.0,3,4,CBlock,2,4,No,BLQ,609,Unf,0,785,0.8641122297653386,GasA,2,Y,SBrkr,0.5987064333668308,-0.7951632272572445,0,-0.07495793675339722,1,0,1,1,3,1,3,6,Typ,2,Attchd,1963.0,RFn,2,514,5,5,Y,0,76,0,0,185,0,3,2,Missing,0,7,2009,WD,Normal,11.976665770490769,0.3125701095347754,46,2.5,261,2788,-0.2558546414799746,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
368,80,101.0,0.07474061093717664,IR1,Lvl,AllPub,Corner,Gtl,6,5,1962,1962,Tar&Grv,Plywood,Plywood,305.0,3,4,CBlock,2,4,Gd,GLQ,371,Unf,0,728,0.12253648203898175,GasA,2,Y,SBrkr,0.6944484192180651,-0.7951632272572445,0,0.005760939507624854,0,1,1,0,3,1,3,6,Typ,1,Basment,1962.0,RFn,1,296,5,5,Y,64,110,0,0,0,0,3,2,Missing,0,12,2008,WD,Normal,12.013706813470414,0.3125701095347754,46,1.5,110,2530,-0.2087170817083569,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
369,20,78.0,-0.2745051799592276,Reg,Lvl,AllPub,Inside,Gtl,5,6,1954,1954,CompShg,HdBoard,HdBoard,200.0,3,4,PConc,4,4,No,LwQ,540,Unf,0,728,0.5473714019228947,GasA,2,Y,SBrkr,0.27266615722478976,-0.7951632272572445,0,-0.3668584608378391,0,0,1,0,2,1,3,7,Typ,1,Attchd,1954.0,Fin,1,244,5,5,Y,0,98,0,0,0,0,3,2,Missing,0,3,2010,WD,Normal,11.790564777297387,0.6432602254193928,56,1.0,98,2536,-0.6856132945329216,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
370,20,69.0,0.23157834236419386,IR1,Lvl,AllPub,Corner,Gtl,5,7,1959,2006,CompShg,Wd Sdng,Wd Sdng,0.0,3,2,CBlock,4,4,No,ALQ,72,Rec,258,733,0.03203910265542634,GasA,0,Y,SBrkr,0.32183096077001816,-0.7951632272572445,0,-0.32103316704587276,1,0,1,0,3,1,2,7,Typ,1,Detchd,1997.0,Fin,2,576,5,5,Y,364,17,0,0,182,0,3,2,Missing,0,3,2010,WD,Normal,11.995357787034976,0.47791516747708407,4,2.0,199,2350,-0.6654418162522744,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
371,60,69.0,-0.18627102988743593,IR1,Lvl,AllPub,Inside,Gtl,6,5,2000,2000,CompShg,VinylSd,VinylSd,0.0,3,4,PConc,2,4,No,Unf,0,Unf,0,953,-0.2444806676832152,GasA,0,Y,SBrkr,-0.542434533130313,0.8341547273915186,0,0.47060845890568864,0,0,2,1,3,1,3,7,Typ,1,Attchd,2000.0,RFn,2,460,5,5,Y,100,40,0,0,0,0,3,2,Missing,0,1,2006,WD,Normal,12.057578437658943,-1.010190354003694,6,2.5,40,2617,0.08812214604264111,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
372,50,80.0,1.4454614814968592,Reg,Lvl,AllPub,Inside,Gtl,4,4,1959,1959,CompShg,WdShing,Plywood,0.0,3,4,CBlock,3,2,Missing,Missing,0,Missing,0,0,-2.5345671293059646,GasA,4,Y,SBrkr,-0.1103017861801474,0.27729922390396666,0,0.3265464644819068,0,0,2,0,4,1,3,7,Min2,1,Detchd,1991.0,Fin,2,680,5,5,N,0,59,0,0,0,0,3,2,Missing,0,7,2008,WD,Normal,11.808821212646512,0.4117771443001606,49,2.0,59,1630,-0.6830653183290504,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
373,120,50.0,-0.45723322338296807,Reg,Lvl,AllPub,Inside,Gtl,6,5,1984,1984,CompShg,Plywood,Plywood,0.0,3,4,CBlock,2,4,No,ALQ,623,LwQ,121,0,-0.7698682313266341,GasA,4,Y,SBrkr,-1.0625464022140452,-0.7951632272572445,0,-1.9761980803303998,1,0,1,0,2,1,3,4,Typ,0,Attchd,1984.0,Unf,1,264,5,5,Y,353,0,0,0,90,0,3,3,Missing,0,2,2010,WD,Normal,11.736077016252436,-0.3488101222344594,26,2.0,90,1496,-1.0737550029226386,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
374,20,79.0,0.4035846477718522,Reg,Lvl,AllPub,Inside,Gtl,5,6,1953,1953,CompShg,MetalSd,MetalSd,0.0,3,4,PConc,4,4,No,BLQ,428,LwQ,180,0,-1.1117472201089547,GasA,4,Y,SBrkr,0.4046348404251397,-0.7951632272572445,0,-0.2453605804375311,1,0,1,0,3,1,3,5,Min2,0,Attchd,1953.0,Unf,1,270,5,5,Y,66,0,0,0,0,0,3,1,Missing,0,11,2009,WD,Normal,11.719947764402807,0.6432602254193928,56,2.0,0,1927,-0.631468800200658,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
375,60,65.0,-0.16509091910857637,Reg,Lvl,AllPub,Inside,Gtl,7,5,2003,2004,CompShg,VinylSd,VinylSd,0.0,2,4,PConc,2,4,No,Unf,0,Unf,0,847,-0.5109451736459061,GasA,0,Y,SBrkr,-0.8167223844879031,1.6820417080104249,0,0.9244280007276989,0,0,2,1,4,1,2,8,Typ,1,BuiltIn,2003.0,Fin,2,434,5,5,Y,100,48,0,0,0,0,3,2,Missing,0,7,2007,WD,Normal,12.299112067295642,-1.0763283771806176,3,2.5,48,2775,0.8338298483756204,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
